smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,LogP,HBD,HBA,TPSA
C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX26889,1,1,0,,,,,,,0,,0,330.472,3.778,1,4,59.15
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,TOX26888,0,0,0,0,0,0,0,0,0,0,0,1,358.269,3.2646,1,4,58.36
CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O,TOX26887,,,,,,,,0,,0,,,447.533,-3.8515,8,12,213.72
O=C(NNCS(=O)(=O)[O-])c1ccncc1,TOX26885,0,0,,0,0,0,0,,0,,0,0,230.225,-1.1813,2,6,111.22
CCCCCCCCCC(=O)NO,TOX26883,0,0,,,0,0,0,,0,,0,1,187.283,2.6325,2,2,49.33
CCC(C)C(N)C(=O)O,TOX26882,,,,,,,,0,,0,,,131.175,0.4444,2,2,63.32
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,TOX26881,0,0,0,0,0,0,0,,0,,0,0,380.506,4.1516,2,3,91.67
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,TOX26332,0,0,0,0,0,0,0,1,0,0,0,0,358.14,4.4666,0,0,0
CCCCCCC(C)(C)S,TOX7868,0,0,0,0,0,0,0,0,0,0,0,0,160.326,3.6652,1,1,0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,TOX2577,0,0,0,,,0,,,1,,0,0,308.772,3.58012,0,4,43.07
CCc1ccccc1CC,TOX7866,0,0,0,0,0,0,0,0,0,0,0,0,134.222,2.8114,0,0,0
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,TOX4102,0,0,1,0,0,0,0,,0,0,0,0,303.364,4.23832,1,4,47.56
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,TOX4101,0,0,0,0,,0,0,0,0,0,0,0,395.397,0.50992,1,9,140.68
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,TOX4100,0,0,0,0,0,0,0,0,0,0,0,0,280.276,1.5832,0,6,78.9
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,TOX4107,0,0,0,0,0,0,0,0,0,0,0,0,329.321,4.7381,0,2,22
c1ccc2c(c1)Cc1ccccc1-2,TOX4105,0,0,0,0,0,0,0,0,0,0,0,0,166.223,3.2578,0,0,0
c1ccc2c(c1)-c1cccc3cccc-2c13,TOX4104,0,0,0,0,1,1,0,0,0,0,1,0,202.256,4.4872,0,0,0
CC(=O)CC(C)(C)C1CCCCC1,TOX27682,0,0,0,0,0,0,0,0,0,0,0,0,182.307,3.572,0,1,17.07
CC1(O)CSC(C)(O)CS1,TOX27683,0,0,0,,0,0,,,0,0,,,180.294,0.8834,2,4,40.46
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,TOX4109,0,0,1,0,0,0,0,,0,0,,0,323.314,4.7449,1,2,38.33
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,TOX4108,0,0,0,0,0,0,0,0,0,0,0,0,312.291,3.2671,1,4,55.24
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21,TOX27686,0,0,0,,0,0,0,,0,0,,0,250.382,3.9346,0,2,26.3
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,TOX27687,0,0,0,0,0,0,0,0,0,,0,0,350.232,-5.2102,6,12,220.1
C/C=C(\C)C(=O)OCCc1ccccc1,TOX27684,0,0,0,0,0,0,0,0,0,0,,0,204.269,2.7385,0,2,26.3
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,TOX25099,1,0,0,0,0,0,0,0,0,0,0,0,275.348,1.8884,1,4,49.77
CCNc1nc(NC(C)CC)nc(OC)n1,TOX17594,0,0,1,0,0,0,0,0,0,1,0,0,225.296,1.5224,2,6,71.96
CCNc1nc(NCC)nc(SC)n1,TOX17596,0,0,0,0,0,0,0,0,0,0,0,0,213.31,1.4571,2,6,62.73
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,TOX21699,0,0,1,,0,0,0,0,0,0,0,0,236.702,2.8254,1,1,32.34
CC(=O)OC/C=C(/C)CCC=C(C)C,TOX27068,0,0,0,0,0,0,0,0,0,0,0,0,196.29,3.2422,0,2,26.3
CCCC(=O)C(C)=O,TOX27066,0,0,0,0,0,0,0,0,0,0,0,0,114.144,0.9446,0,2,34.14
Cc1ccnc2ccccc12,TOX27067,0,0,,0,0,0,0,0,0,0,,0,143.189,2.54322,0,1,12.89
O=C(O)CCc1ccccc1,TOX27064,0,0,0,0,0,0,0,0,0,0,0,0,150.177,1.7038,1,1,37.3
COc1ccccc1OC,TOX27065,0,0,0,0,0,0,0,0,0,0,0,0,138.166,1.7038,0,2,18.46
CCC/C=C/CO,TOX27062,0,0,0,0,0,0,0,0,0,0,0,0,100.161,1.335,1,1,20.23
COc1cccc(OC)c1,TOX27060,0,0,0,0,0,0,0,0,0,0,0,0,138.166,1.7038,0,2,18.46
CCCCCCCCCCCCCCCCC,TOX27061,0,0,0,0,1,0,0,0,0,0,0,0,240.475,6.8777,0,0,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,TOX20484,0,0,0,1,,0,0,0,1,0,,0,410.507,1.5199,3,7,113.29
O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,TOX18852,0,0,0,0,0,0,0,0,0,0,0,0,274.301,2.4766,2,3,83.05
CCC(C)c1nccnc1OC,TOX27082,0,0,0,0,0,0,0,0,0,0,0,0,166.224,1.9987,0,3,35.01
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N,TOX24904,0,0,0,0,0,0,0,0,0,0,0,0,691.765,5.07632,3,11,219.18
CC1(C)CC(=O)CC(C)(C)N1[O],TOX24905,0,0,0,,0,0,0,0,0,0,0,0,170.232,1.554,0,2,40.21
OCC1CC2CC1C1CCC(CO)C21,TOX24900,0,0,0,0,0,0,0,0,0,0,0,0,196.29,1.2694,2,2,40.46
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,TOX24901,0,0,0,0,0,0,,0,0,0,0,0,330.336,2.715,0,6,78.9
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-],TOX24902,0,0,0,0,0,0,0,0,0,0,0,0,342.52,3.1776,0,4,80.26
CCOC(=O)/C=C(\C)O[Ti](O/C(C)=C/C(=O)OCC)(OC(C)C)OC(C)C,TOX24903,0,0,0,0,0,0,0,,0,,0,0,424.313,3.6173,0,8,89.52
CC1(C)C(O)C(C)(C)C1O,TOX24908,0,0,0,0,0,0,0,0,0,0,0,0,144.214,0.7742,2,2,40.46
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,TOX25710,0,0,0,0,0,0,0,0,0,0,0,0,320.345,1.333,0,5,76.15
O=C1OC(=O)c2cccc3cccc1c23,TOX6505,0,0,1,,0,0,0,,0,0,1,0,198.177,2.1504,0,3,43.37
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,TOX25863,0,0,,,0,,0,0,0,0,,,293.435,4.6787,0,2,3.24
CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,TOX25344,0,0,0,0,0,0,0,,0,,0,0,602.641,-0.4542,9,12,242.98
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,TOX2993,0,0,0,0,0,0,0,,0,,0,0,862.064,2.6798,4,17,226.28
O=C(O)CC(C(=O)O)S(=O)(=O)O,TOX22426,0,0,0,0,0,0,0,0,0,,0,0,198.152,-1.1979,3,4,128.97
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,TOX2624,0,0,0,0,1,0,0,,0,,0,0,405.496,-3.5854,6,10,192.54
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,TOX2994,,,,,,,,0,,0,,,790.001,2.7465,4,15,199.98
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,TOX2628,0,0,0,0,0,0,0,0,0,0,,0,266.341,0.4521,3,4,84.58
CCCNC(C)(C)COC(=O)c1ccccc1,TOX25341,0,0,0,0,0,0,1,0,0,0,0,0,235.327,2.6216,1,3,38.33
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,TOX2998,1,1,0,0,1,1,0,,0,,,0,376.496,5.1228,1,3,46.53
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,TOX2999,1,1,0,0,1,1,0,0,0,,1,0,396.571,6.1305,1,3,46.53
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,TOX22423,0,0,0,0,0,0,0,0,0,0,0,0,678.593,-0.8292,0,19,238.09
OCC(O)c1ccccc1,TOX22422,0,0,0,0,0,0,0,0,0,0,0,0,138.166,0.7123,2,2,40.46
CC1=CC(=O)c2ccccc2C1=O,TOX1715,0,0,1,0,,,0,1,0,,,1,172.183,2.0119,0,2,34.14
Cc1cc(O)ccc1Cl,TOX1717,0,0,0,0,1,0,0,0,0,0,1,0,142.585,2.35402,1,1,20.23
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,TOX1716,0,0,1,,,0,0,1,0,0,1,1,231.893,4.0058,1,1,20.23
c1ccc(CC2=NCCN2)cc1,TOX1718,0,0,0,0,0,0,0,0,0,0,0,0,160.22,1.2308,1,2,24.39
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,TOX25763,0,0,,0,0,0,0,0,0,0,0,0,211.217,0.1406,3,5,92.78
CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,TOX25762,0,0,0,,0,0,0,,0,0,0,0,303.409,4.88527,2,1,39.12
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,TOX25767,0,0,1,0,0,0,0,0,0,0,,0,289.339,2.4356,1,7,81.4
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,TOX25766,0,0,,0,0,0,0,,0,,0,0,523.736,6.4873,0,6,77.05
NCCCC(N)(C(=O)O)C(F)F,TOX25765,0,0,0,0,0,0,0,0,0,0,,0,182.17,-0.2275,3,3,89.34
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O,TOX25764,1,0,0,0,1,0,0,,0,,0,0,367.487,3.3637,0,5,83.5
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,TOX25769,0,0,0,1,1,0,,0,0,0,,0,340.851,2.8307,2,4,61.8
CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,TOX25768,0,0,,0,0,0,0,0,0,0,,0,301.515,4.1482,3,3,66.48
CCCCCCC(O)CO,TOX16646,0,0,0,,0,0,0,0,0,0,0,0,146.23,1.31,2,2,40.46
C=C(C)C(=O)OCc1ccccc1,TOX2193,0,0,0,0,0,0,0,0,0,0,0,0,176.215,2.3059,0,2,26.3
C=C(C)C(=O)OCC1CCCO1,TOX2191,0,0,0,0,0,0,0,0,0,0,0,0,170.208,1.2847,0,3,35.53
C=CC(=O)OCCCCCC,TOX2194,0,0,0,0,0,0,0,0,0,0,0,0,156.225,2.2959,0,2,26.3
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,TOX12615,0,0,0,0,0,0,0,0,0,0,0,0,325.3,1.51172,1,6,89.25
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],TOX12614,0,0,0,0,0,0,0,0,0,0,,0,355.7,3.977,0,5,89.52
CCCSP(=O)(OCC)SCCC,TOX12611,0,0,0,0,0,0,0,0,0,0,0,0,242.346,4.4174,0,4,26.3
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,TOX12610,0,0,0,0,0,0,0,,0,0,0,0,376.496,6.372,0,3,27.69
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,TOX12613,0,0,1,1,0,0,0,0,0,,,0,277.238,2.79932,0,6,70.83
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,TOX12344,0,0,0,1,,0,0,,0,0,1,,336.004,4.2356,0,4,27.69
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,TOX12348,0,0,,,0,0,,,,,1,,374.823,4.7364,0,3,51.21
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,TOX12619,0,0,0,0,,0,0,0,0,0,1,0,330.815,3.9257,1,2,49.41
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,TOX25506,0,0,0,0,0,0,0,0,0,0,0,0,228.251,2.0292,1,3,55.12
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,TOX25502,1,1,,,0,0,,,0,,,0,488.577,3.6993,1,8,116.2
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,TOX25500,0,0,0,0,0,0,0,0,0,0,0,0,358.218,1.3815,2,4,83.47
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,TOX16508,1,1,0,,,0,0,,0,0,0,0,344.495,4.0844,1,3,54.37
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,TOX25508,0,0,0,0,0,0,0,0,0,0,0,0,420.528,4.89408,1,3,64.33
O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,TOX3576,0,0,0,0,0,0,0,,0,,0,0,862.746,-1.0956,12,18,347.96
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,TOX3572,0,0,0,0,1,0,0,0,0,0,0,0,258.229,2.3096,2,4,83.83
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,TOX3571,0,0,0,,,0,,,0,,,0,415.574,4.1074,4,5,81.95
CCC(=O)OC(=O)CC,TOX7007,0,0,0,0,0,0,0,,0,0,0,0,130.143,0.8762,0,3,43.37
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,TOX3719,0,0,0,,,0,1,1,0,1,1,1,441.549,4.37426,2,6,84.86
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,TOX3718,0,0,0,0,0,0,0,0,0,0,0,0,278.399,3.91752,0,2,16.13
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,TOX3713,0,0,0,0,0,0,0,0,0,0,0,0,281.308,1.1848,0,5,57.23
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,TOX3712,0,0,0,0,0,0,0,0,0,0,0,0,290.323,1.2576,2,7,105.51
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,TOX3716,0,0,,0,0,0,0,0,0,0,0,0,228.247,3.46446,0,3,43.35
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,TOX4291,0,0,1,0,1,1,0,0,0,0,0,0,298.304,3.3061,0,6,53.47
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,TOX4926,,,,,,,,0,,0,,,370.408,1.5148,4,6,160.78
NC1CCC(CC2CCC(N)CC2)CC1,TOX4921,0,0,0,0,0,0,0,0,0,0,0,0,210.365,2.4115,2,2,52.04
N#C/C(N)=C(/N)C#N,TOX4923,0,0,1,0,0,0,0,0,0,0,0,0,108.104,-0.83744,2,4,99.62
NCCCCCCN,TOX4922,0,0,0,0,0,0,0,0,0,0,0,0,116.208,0.4642,2,2,52.04
C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,TOX4299,0,0,0,0,,0,,1,0,0,,0,352.887,4.9807,1,3,49.41
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,TOX166,0,,,,,,1,1,0,1,1,,596.117,9.6946,0,1,9.23
CC(CCl)OC(C)CCl,TOX167,0,0,0,0,0,0,0,0,0,0,0,0,171.067,2.2576,0,1,9.23
OCC(CO)(CBr)CBr,TOX164,0,0,0,0,0,0,0,0,0,0,0,0,261.941,0.7472,2,2,40.46
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,TOX160,0,0,0,0,0,0,0,0,0,0,,0,422.874,6.66242,0,2,26.3
CC1(C)C(=O)N(Br)C(=O)N1Br,TOX15341,0,0,0,0,,0,0,,0,0,0,0,285.923,1.649,0,2,40.62
ClCCOCCCl,TOX168,0,0,0,0,0,0,0,0,0,0,0,0,143.013,1.4806,0,1,9.23
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,TOX2977,0,0,0,0,0,0,0,0,0,0,0,0,292.244,-2.0712,4,6,155.68
Nc1c2c(nc3ccccc13)CCCC2,TOX17272,0,0,1,0,1,0,0,0,0,0,0,0,198.269,2.6958,1,2,38.91
CNC(=O)c1ccccc1,TOX5570,0,0,0,0,0,0,0,1,0,0,0,0,135.166,1.0462,1,1,29.1
CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,TOX8013,0,0,0,0,0,0,0,,0,0,,0,206.157,0.8206,0,4,80.52
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,TOX7479,0,0,1,,1,0,0,,1,0,,0,225.251,2.43452,1,4,50.94
CCCCCCCCCCCCCCCl,TOX7471,0,0,0,0,0,0,0,0,0,0,0,0,232.839,5.9263,0,0,0
Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,TOX21502,0,,0,,,,,,,,1,,220.356,4.29562,1,1,20.23
COc1ccc(Cl)cc1C,TOX21507,0,0,0,0,0,0,0,0,0,0,0,0,156.612,2.65702,0,1,9.23
Oc1ccc(Cl)cc1C1CCCC1,TOX21506,0,0,0,1,,0,0,1,0,0,1,0,196.677,3.7032,1,1,20.23
Cc1cc(Cl)ccc1N,TOX288,0,0,1,0,0,0,0,0,0,1,0,0,141.601,2.23062,1,1,26.02
O=C1CCCc2c(O)cccc21,TOX31489,,,,,,,,,,0,,,162.188,1.9112,1,2,37.3
CCN1CCCC1CN,TOX31487,,,,,,,,0,,0,,,128.219,0.4294,1,2,29.26
CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O,TOX31486,,,,,,,,0,,0,,,476.569,5.2352,0,6,78.9
Oc1cccc2[nH]ccc12,TOX31485,,,,,,,,,,0,,,133.15,1.8735,2,1,36.02
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,TOX31484,,,,,,,,,,0,,,406.36,3.5072,3,6,91.68
COc1cc2nc(Cl)nc(N)c2cc1OC,TOX31483,,,,,,,,0,,0,,,239.662,1.8826,1,5,70.26
O=C(O)c1ccccc1NCCc1ccccc1,TOX31482,,,,,,,,0,,0,,,241.29,3.0394,2,2,49.33
CC(=O)c1cc2ccccc2s1,TOX31481,,,,,,,,0,,0,,,176.24,3.1039,0,2,17.07
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,TOX31480,,,,,,,,0,,0,,,234.664,0.697,2,3,89.26
Cc1occc(=O)c1O,TOX5523,0,0,0,0,0,0,0,0,0,0,0,0,126.111,0.65382,1,3,50.44
CCC(CC)Nc1ccc(C)c(C)c1,TOX8040,0,0,,0,0,0,0,0,0,,0,0,191.318,3.90394,1,1,12.03
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,TOX5527,1,1,0,,0,0,0,1,0,0,,0,386.532,4.6552,0,4,60.44
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,TOX2973,0,0,0,0,0,0,0,0,0,0,0,0,379.435,3.6784,1,4,58.1
CCCCN=C=O,TOX6872,0,0,0,0,0,0,0,0,0,0,0,0,99.133,1.1223,0,2,29.43
C1CCCNCC1,TOX6879,0,0,0,,0,0,0,0,0,0,0,0,99.177,1.15,1,1,12.03
OCCSCCO,TOX6878,0,0,0,0,0,0,0,0,0,0,0,0,122.189,-0.2958,2,3,40.46
P#[In],TOX11444,0,0,0,0,0,0,0,0,0,0,,0,145.792,0.4804,0,0,0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,TOX22369,0,0,0,,,0,0,1,0,0,,0,443.567,6.9247,1,3,55.08
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,TOX22360,0,0,1,0,0,0,0,0,0,0,1,0,272.264,2.3115,2,4,97.16
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,TOX22364,0,0,0,0,0,0,0,0,0,0,,0,221.643,2.89482,1,2,50.19
CCOc1ccc2c(c1)C(C)CC(C)(C)N2,TOX22365,0,0,1,0,0,0,0,0,0,0,0,0,219.328,3.783,1,2,21.26
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,TOX3150,0,0,0,0,1,0,0,0,0,0,0,0,627.942,2.7931,3,3,95.5
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,TOX20290,0,0,1,,,0,0,,0,0,,0,293.548,3.1276,1,2,41.57
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,TOX3153,0,0,0,0,0,0,0,,0,0,0,0,1139.764,6.8482,4,4,132.8
O=C(O)c1c(Cl)ccc(Cl)c1Cl,TOX20296,0,0,1,0,0,0,0,0,0,0,0,0,225.458,3.345,1,1,37.3
O=C(O)CC(Cl)C(=O)O,TOX1526,0,0,0,0,0,0,0,1,0,0,1,0,152.533,0.1531,2,2,74.6
N#CCCl,TOX1524,0,0,0,0,1,,0,0,0,0,0,0,75.498,0.74878,0,1,23.79
Cc1cccc2sc3nncn3c12,TOX17478,0,0,1,0,0,0,0,1,0,0,,0,189.243,2.25242,0,4,30.19
CC(=O)c1cc(C)oc1C,TOX10317,0,0,0,0,0,0,0,,0,0,0,0,138.166,2.09904,0,2,30.21
C=C(C)C1CC=C(C)C(OC(C)=O)C1,TOX4738,0,0,0,0,0,0,0,0,0,0,0,0,194.274,2.8505,0,2,26.3
C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C,TOX4739,0,0,0,0,0,0,0,0,0,0,0,0,204.357,4.7252,0,0,0
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,TOX4733,0,0,0,0,0,0,0,0,0,0,0,0,260.334,2.0227,2,4,90.65
C=C(C)C1CC=C(C)C(O)C1,TOX4736,0,0,0,0,0,0,0,0,0,0,0,0,152.237,2.2797,1,1,20.23
CCCCCCCCCCCCCCCO,TOX7270,0,0,0,0,0,0,0,0,0,0,0,0,228.42,5.0699,1,1,20.23
[Mn+2],TOX7279,0,0,0,0,0,0,0,1,,0,0,0,54.938,-0.0025,0,0,0
CCC(C)Cl,TOX3966,0,0,0,0,0,0,0,0,0,0,0,0,92.569,2.0237,0,0,0
CCCCO,TOX1740,,,,0,0,0,0,0,0,0,0,0,74.123,0.7788,1,1,20.23
CC1=CC(=O)CC(C)(C)C1,TOX759,0,0,0,0,0,0,0,0,0,0,0,0,138.21,2.3218,0,1,17.07
Nc1cccc(C(F)(F)F)c1,TOX4512,0,0,0,0,0,0,0,0,0,0,0,0,161.126,2.2876,1,1,26.02
NNC(=O)c1ccncc1,TOX755,0,0,1,0,0,0,0,0,0,0,0,0,137.142,-0.3149,2,3,68.01
O=C(O)c1ccncc1,TOX757,0,0,0,0,0,0,0,0,0,0,0,0,123.111,0.7798,1,2,50.19
NC(=O)c1ccncc1,TOX756,0,0,0,0,0,0,0,0,0,0,0,0,122.127,0.1805,1,2,55.98
CC(C)CON=O,TOX750,0,0,0,0,0,0,0,0,0,0,0,0,103.121,1.3404,0,3,38.66
OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O,TOX753,0,0,0,0,0,0,0,0,0,0,0,0,344.313,-5.7612,9,11,200.53
FC(F)OC(Cl)C(F)(F)F,TOX752,0,0,0,0,0,0,0,0,0,0,0,0,184.491,2.3528,0,1,9.23
c1ccc(C[n+]2cccc3ccccc32)cc1,TOX24593,0,0,,0,,0,0,1,0,0,,0,220.295,3.1756,0,0,3.88
CCCCN1C(=O)c2ccccc2C1=O,TOX24591,0,0,0,0,0,0,0,0,0,0,0,0,203.241,2.0827,0,2,37.38
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,TOX24590,0,,0,0,,,,,0,,,,647.895,6.7158,2,5,75.99
Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,TOX24597,0,0,0,0,0,,0,0,0,0,0,0,418.473,6.20632,0,3,51.21
CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,TOX24595,0,0,0,0,0,0,0,0,0,,,0,222.715,3.9684,0,1,17.07
CCCCCCCCOCCC#N,TOX24599,0,0,0,0,0,0,0,0,0,0,0,0,183.295,3.27718,0,2,33.02
